X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399490.939999998,134234.390000001,24199554,2024/12/26 23:20:03+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1253 BLOCK OF 1ST STREET SE,399490.94,134234.39,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8759392734,-77.0058665631,CAPITOL RIVERFRONT,2024/12/24 20:45:00+00,2024/12/24 21:00:00+00,679767266,
398010.079999998,138818.940000001,24200126,2024/12/28 00:20:45+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2024/12/27 23:04:00+00,2024/12/27 23:35:00+00,679767267,
397787.600000001,142609.309999999,24200217,2024/12/28 02:29:59+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF 9TH STREET NW,397787.6,142609.31,4,4D,4,407,Cluster 18,002201 3,002201,Precinct 56,38.9513807239,-77.0255233581,,2024/12/21 16:20:00+00,2024/12/21 16:47:00+00,679767268,
397823.780000001,141376.73,24200546,2024/12/28 21:25:59+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2024/12/28 20:45:00+00,2024/12/28 21:20:00+00,679767269,
397241.549999997,140302.66,24201031,2024/12/29 21:05:41+00,EVENING,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2024/12/29 20:20:00+00,2024/12/29 20:50:00+00,679767270,
396830.43,137253.620000001,24201036,2024/12/30 01:46:04+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/12/29 20:36:00+00,2024/12/29 21:09:00+00,679767271,
397115.780000001,137977.23,24201272,2024/12/30 07:14:38+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2024/12/30 06:48:00+00,2024/12/30 07:30:00+00,679767272,
402817.799999997,132471.609999999,24016651,2024/02/02 19:09:26+00,DAY,OTHERS,THEFT/OTHER,2721 - 2899 BLOCK OF GOOD HOPE ROAD SE,402817.8,132471.61,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8600550644,-76.9675340373,,2024/02/02 13:43:00+00,2024/02/02 16:09:00+00,679767376,
399508.399999999,138139.100000001,24016715,2024/02/02 23:12:06+00,EVENING,OTHERS,THEFT F/AUTO,100 - 149 BLOCK OF Q STREET NE,399508.4,138139.1,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9111143507,-77.0056681427,NOMA,2024/01/31 16:45:00+00,2024/01/31 18:45:00+00,679767377,
397329.289999999,136718.300000001,24016868,2024/02/02 21:35:44+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF G STREET NW,397329.29,136718.3,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8983113663,-77.0307877317,DOWNTOWN,2024/02/02 20:57:00+00,2024/02/02 21:16:00+00,679767378,
395499.25,139592.960000001,24016901,2024/02/02 23:40:02+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2024/02/02 22:06:00+00,2024/02/02 22:55:00+00,679767379,
401990.149999999,133295.66,24017814,2024/02/04 19:52:35+00,DAY,OTHERS,THEFT F/AUTO,1820 - 2099 BLOCK OF T STREET SE,401990.15,133295.66,8,8A,6,607,Cluster 34,007605 1,007605,Precinct 112,38.8674807108,-76.9770676209,,2024/02/04 19:02:00+00,2024/02/04 19:34:00+00,679767380,
399855.240000002,137532.120000001,24017858,2024/02/04 21:17:14+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 308 BLOCK OF M STREET NE,399855.24,137532.12,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056465911,-77.0016689533,NOMA,2024/02/04 17:36:00+00,2024/02/04 21:17:00+00,679767381,
397641.539999999,140801.329999998,24017932,2024/02/05 03:39:10+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3600 - 3699 BLOCK OF 10TH STREET NW,397641.54,140801.33,1,1A,4,408,Cluster 2,002900 1,002900,Precinct 42,38.9350935435,-77.0272021644,,2024/02/04 23:30:00+00,2024/02/05 00:01:00+00,679767382,
394504.390000001,142662.940000001,24018809,2024/02/06 15:55:30+00,DAY,OTHERS,THEFT/OTHER,3000 - 3199 BLOCK OF DAVENPORT STREET NW,394504.39,142662.94,3,3F,2,203,Cluster 12,001301 2,001301,Precinct 138,38.9518494325,-77.0634005397,,2024/02/03 22:00:00+00,2024/02/05 12:00:00+00,679767383,
403660.728500001,132074.877999999,24019746,2024/02/07 23:41:35+00,EVENING,OTHERS,ROBBERY,3330 - 3399 BLOCK OF ERIE STREET SE,403660.72851335,132074.877975996,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,38.8564780302,-76.9578241461,,2024/02/07 22:44:00+00,2024/02/08 00:00:00+00,679767384,
398508.909999996,136963.550000001,24020280,2024/02/09 21:34:08+00,EVENING,OTHERS,THEFT/OTHER,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,398508.91,136963.55,6,6E,1,101,Cluster 8,005900 1,005900,Precinct 143,38.9005234588,-77.0171896993,DOWNTOWN,2024/02/08 22:09:00+00,2024/02/08 22:59:00+00,679767385,
401338.170000002,135773.260000002,24020630,2024/02/09 17:40:46+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF EAST CAPITOL STREET,401338.17,135773.26,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,38.8898011368,-76.9845755234,,2024/02/09 16:03:00+00,2024/02/09 17:30:00+00,679767386,
401822.200000003,137058.440000001,24020652,2024/02/09 17:48:55+00,DAY,OTHERS,THEFT F/AUTO,900 - 979 BLOCK OF 17TH STREET NE,401822.2,137058.44,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9013776378,-76.9789929211,,2024/02/09 16:00:00+00,2024/02/09 17:14:00+00,679767387,
399886.829999998,136928.010000002,24020668,2024/02/09 18:57:41+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF H STREET NE,399886.83,136928.01,6,6C,1,104,Cluster 25,010602 3,010602,Precinct 83,38.9002045591,-77.0013046493,,2024/02/09 18:19:00+00,2024/02/09 18:49:00+00,679767388,
404161.961199999,132423.849199999,24021564,2024/02/11 09:06:03+00,MIDNIGHT,GUN,ROBBERY,3674 - 3711 BLOCK OF SOUTHERN AVENUE SE,404161.961249815,132423.84924032,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,38.8596194819,-76.9520472505,,2024/02/11 06:13:00+00,,679767389,
394544.369999997,141442.109999999,24021787,2024/02/11 20:31:35+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3029 BLOCK OF TILDEN STREET NW,394544.37,141442.11,3,3C,2,203,Cluster 12,000600 1,000600,Precinct 27,38.940852105,-77.0629295985,,2023/10/09 01:00:00+00,2023/10/09 14:30:00+00,679767390,
404809.970100001,135948.2009,24022190,2024/02/19 17:35:21+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF 41ST STREET NE,404809.970114417,135948.200891591,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.89136493,-76.944556445,,2024/02/12 16:50:00+00,2024/02/12 18:12:00+00,679767391,
393539.25,139372.870000001,24036962,2024/03/11 14:08:18+00,DAY,OTHERS,THEFT/OTHER,2444 - 2499 BLOCK OF TUNLAW ROAD NW,393539.25,139372.87,3,3B,2,204,Cluster 14,000300 4,000300,Precinct 11,38.9222049471,-77.0745039717,,2024/03/10 06:00:00+00,2024/03/11 12:20:00+00,679767392,
397765.020000003,141576.829999998,24037089,2024/03/11 21:48:54+00,EVENING,OTHERS,THEFT F/AUTO,4200 - 4205 BLOCK OF KANSAS AVENUE NW,397765.02,141576.83,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,38.9420797981,-77.0257804886,,2024/03/11 17:30:00+00,2024/03/11 17:39:00+00,679767393,
396839.770000003,140889.359999999,24037583,2024/03/12 16:44:56+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,3517 - 3648 BLOCK OF 16TH STREET NW,396839.77,140889.36,1,1D,3,302,Cluster 2,002704 2,002704,Precinct 40,38.9358840261,-77.0364500776,,2024/03/12 13:00:00+00,2024/03/12 13:15:00+00,679767394,
404905.0726,136964.6459,24038067,2024/03/13 10:53:44+00,MIDNIGHT,OTHERS,ROBBERY,4100 - 4199 BLOCK OF HUNT PLACE NE,404905.072610505,136964.645884534,7,7C,6,602,Cluster 30,007803 1,007803,Precinct 99,38.9005209103,-76.9434529605,,2024/03/07 19:47:00+00,2024/03/07 19:50:00+00,679767395,
406954.549599998,136443.191399999,24038975,2024/03/14 23:22:31+00,EVENING,GUN,ROBBERY,5600 - 5699 BLOCK OF EADS STREET NE,406954.549572407,136443.19142005,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8958096364,-76.9198313104,,2024/03/14 20:45:00+00,2024/03/14 22:59:00+00,679767396,
397088.710000001,139298.699999999,24039536,2024/03/15 22:09:15+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088.71,139298.7,1,1B,3,304,Cluster 2,003701 1,003701,Precinct 23,38.9215557272,-77.033572058,,2024/03/14 16:00:00+00,2024/03/15 13:00:00+00,679767397,
400388.095200002,132003.956599999,24039737,2024/03/16 06:53:43+00,MIDNIGHT,GUN,SEX ABUSE,2800 - 2899 BLOCK OF POMEROY ROAD SE,400388.095230313,132003.95663193,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8558466728,-76.9955287309,,2024/03/15 14:00:00+00,2024/03/15 14:30:00+00,679767398,
396029.229999997,137018.530000001,24040418,2024/03/17 16:33:10+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,396029.23,137018.53,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.9010110345,-77.045776453,,2024/03/16 21:30:00+00,2024/03/16 23:45:00+00,679767399,
397539.5,139653.370000001,24040524,2024/03/17 18:32:02+00,DAY,OTHERS,BURGLARY,1100 - 1299 BLOCK OF FAIRMONT STREET NW,397539.5,139653.37,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9247520859,-77.0283749647,,2024/03/17 17:04:00+00,2024/03/17 19:00:00+00,679767400,
397745.950000003,138975.43,24101986,2024/07/04 07:07:13+00,MIDNIGHT,GUN,ROBBERY,2100 - 2199 BLOCK OF 10TH STREET NW,397745.95,138975.43,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9186455376,-77.0259919172,,2024/07/04 06:05:00+00,2024/07/04 06:09:00+00,679767401,
401508.579999998,137047.02,24060730,2024/04/23 18:15:50+00,DAY,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2024/04/23 17:57:00+00,2024/04/23 18:00:00+00,679767402,
396830.43,137253.620000001,24061162,2024/04/24 16:34:02+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/04/24 12:30:00+00,2024/04/24 12:30:00+00,679767403,
396829.539999999,136991.699999999,24061412,2024/04/24 23:58:23+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 16TH STREET NW,396829.54,136991.7,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9007725912,-77.0365500711,GOLDEN TRIANGLE,2024/04/24 20:58:00+00,2024/04/24 21:30:00+00,679767404,
399605.979999997,134742.780000001,24061486,2024/04/25 13:48:09+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF H STREET SE,399605.98,134742.78,8,8F,1,106,Cluster 27,007203 3,007203,Precinct 131,38.8805191094,-77.0045410984,CAPITOL RIVERFRONT,2024/04/24 20:00:00+00,2024/04/24 21:00:00+00,679767405,
404487.020000003,135745.66,24061746,2024/04/25 15:54:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 299 BLOCK OF STODDERT PLACE SE,404487.02,135745.66,7,7F,6,603,Cluster 32,007703 1,007703,Precinct 103,38.8895420739,-76.9482803477,,2024/04/25 03:00:00+00,2024/04/25 14:59:00+00,679767406,
396351.5625,137710.531300001,24062114,2024/04/26 05:01:23+00,MIDNIGHT,OTHERS,THEFT/OTHER,CONNECTICUT AVENUE NW AND N STREET NW,396351.56249057,137710.53126123,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9072462216,-77.0420641656,GOLDEN TRIANGLE,2024/04/26 04:00:00+00,,679767407,
397609.07,136611.34,24063470,2024/04/28 15:49:07+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF F STREET NW,397609.07,136611.34,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8973486375,-77.0275620781,DOWNTOWN,2024/04/28 15:23:00+00,2024/04/28 15:40:00+00,679767408,
397062.399999999,142427.120000001,24064741,2024/04/30 21:02:16+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF EMERSON STREET NW,397062.4,142427.12,4,4E,4,404,Cluster 18,002002 1,002002,Precinct 54,38.9497373809,-77.0338888488,,2024/04/30 18:38:00+00,2024/04/30 18:42:00+00,679767409,
404247.18,132656.07,24065241,2024/05/01 19:07:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3800 - 3899 BLOCK OF SUITLAND ROAD SE,404247.18,132656.07,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,38.8617110163,-76.951063954,,2024/05/01 16:03:00+00,2024/05/01 19:06:00+00,679767410,
401439.517800003,134859.504700001,24065602,2024/05/03 14:14:18+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF KENTUCKY AVENUE SE,401439.517759289,134859.50466658,7,7D,1,107,Cluster 26,006802 2,006802,Precinct 91,38.8815695204,-76.9834092481,,2024/05/02 11:24:00+00,2024/05/02 13:42:00+00,679767411,
397430.659999996,136664.370000001,24065707,2024/05/02 15:43:58+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2024/05/02 15:32:00+00,2024/05/09 15:35:00+00,679767412,
401668.145800002,133587.312600002,24066143,2024/05/03 07:26:48+00,MIDNIGHT,OTHERS,BURGLARY,1600 - 1699 BLOCK OF 17TH STREET SE,401668.145759501,133587.3125694,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8701087057,-76.9807773487,,2024/05/03 05:18:00+00,2024/05/03 06:37:00+00,679767413,
395652.109999999,137055.530000001,24068030,2024/05/06 20:12:05+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 23RD STREET NW,395652.11,137055.53,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9013425592,-77.0501242602,,2024/05/03 20:08:00+00,2024/05/06 20:09:00+00,679767414,
395766.880000003,139006.640000001,24068049,2024/05/06 23:54:26+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF CONNECTICUT AVENUE NW,395766.88,139006.64,1,1C,3,303,Cluster 1,004001 3,004001,Precinct 25,38.9189193829,-77.0488131722,,2024/05/06 17:15:00+00,2024/05/06 17:16:00+00,679767415,
394459.18,141888.039999999,24068179,2024/05/07 00:30:24+00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459.18,141888.04,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,38.9448686362,-77.0639158491,,2024/05/07 00:01:00+00,2024/05/07 00:04:00+00,679767416,
400374.350000001,143363.550000001,24068232,2024/05/07 04:28:15+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,667 - 798 BLOCK OF NICHOLSON STREET NE,400374.35,143363.55,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,38.9581778248,-76.9956808985,,2024/05/07 02:15:00+00,2024/05/08 03:45:00+00,679767417,
402412.859999999,136404.23,24069351,2024/05/09 05:31:32+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 498 BLOCK OF OKLAHOMA AVENUE NE,402412.86,136404.23,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8954828553,-76.9721858455,,2024/05/09 01:50:00+00,2024/05/09 02:30:00+00,679767418,
393705.619999997,140483.190000001,24070173,2024/05/10 18:55:19+00,DAY,OTHERS,THEFT/OTHER,3200 - 3218 BLOCK OF WISCONSIN AVENUE NW,393705.62,140483.19,3,3A,2,204,Cluster 14,000704 1,000704,Precinct 28,38.932208262,-77.0725956118,,2024/05/09 20:00:00+00,2024/05/10 15:30:00+00,679767419,
399489.600000001,137576.25,24070227,2024/05/10 20:41:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,2024/05/10 12:00:00+00,2024/05/10 20:37:00+00,679767420,
398010.200000003,138551.809999999,24070537,2024/05/11 08:49:32+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9148300665,-77.0229435682,,2024/05/11 05:15:00+00,2024/05/11 08:00:00+00,679767421,
397154.340000004,145640.809999999,24080272,2024/05/28 13:35:34+00,DAY,OTHERS,THEFT F/AUTO,1319 - 1399 BLOCK OF FLORAL STREET NW,397154.34,145640.81,4,4A,4,401,Cluster 16,001600 3,001600,Precinct 62,38.9786874017,-77.0328415449,,2024/05/28 12:00:00+00,2024/05/28 13:35:00+00,679767422,
400297.840000004,129240.890000001,24080699,2024/05/29 00:38:47+00,EVENING,OTHERS,THEFT/OTHER,600 - 799 BLOCK OF ATLANTIC STREET SE,400297.84,129240.89,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,38.8309557733,-76.9965697631,,2024/05/29 00:11:00+00,2024/05/29 00:27:00+00,679767423,
403159.5528,132163.4991,24081896,2024/05/31 01:23:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3000 - 3099 BLOCK OF ERIE STREET SE,403159.552768885,132163.499128078,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,38.8572783103,-76.9635978663,,2024/05/30 23:44:00+00,2024/05/31 00:23:00+00,679767424,
404304.840000004,132879.27,24082088,2024/05/31 11:45:41+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2004 - 2199 BLOCK OF FORT DAVIS STREET SE,404304.84,132879.27,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8637214143,-76.9503981978,,2024/05/31 10:06:00+00,2024/05/31 11:40:00+00,679767425,
396746.969999999,137976.41,24049886,2024/04/03 22:25:10+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2024/04/03 22:14:00+00,2024/04/03 22:25:00+00,679767426,
397584.969999999,144667.629999999,24049899,2024/04/03 22:42:13+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1241 BLOCK OF VAN BUREN STREET NW,397584.97,144667.63,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9699220619,-77.0278682486,,2024/04/03 21:00:00+00,2024/04/03 22:39:00+00,679767427,
401480.677100003,135528.177700002,24049956,2024/04/04 04:34:35+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF INDEPENDENCE AVENUE SE,401480.677087327,135528.177723201,7,7D,1,107,Cluster 26,006801 2,006801,Precinct 87,38.887593115,-76.9829334372,,2024/04/04 00:45:00+00,2024/04/04 03:59:00+00,679767428,
400355.100000001,131462.100000001,24050070,2024/04/04 10:23:33+00,MIDNIGHT,OTHERS,BURGLARY,2700 - 2701 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400355.1,131462.1,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,38.8509654088,-76.9959091507,,2024/04/04 09:34:00+00,,679767429,
397837,136946,24050393,2024/04/04 23:39:29+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF PALMER ALLEY NW,397837,136946,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.9003639656,-77.0249356086,DOWNTOWN,2024/04/04 21:41:00+00,2024/04/04 22:45:00+00,679767430,
396171.049999997,137945.800000001,24045424,2024/03/26 16:35:04+00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2024/03/26 15:10:00+00,2024/03/26 15:15:00+00,679767431,
404541.469999999,136535.379999999,24047239,2024/03/29 21:22:18+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2024/03/29 20:19:00+00,2024/03/29 20:30:00+00,679767432,
403459.939999998,140142.0,24048662,2024/04/01 18:00:10+00,DAY,OTHERS,THEFT F/AUTO,2855 - 3200 BLOCK OF BLADENSBURG ROAD NE,403459.94,140142,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9291504511,-76.960096837,,2024/04/01 16:51:00+00,2024/04/01 17:59:00+00,679767433,
398758.710000001,145213.059999999,24049807,2024/04/03 20:36:35+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2024/04/03 04:00:00+00,2024/04/03 04:00:00+00,679767434,
394491.729999997,144896.100000001,24050401,2024/04/05 00:50:42+00,EVENING,OTHERS,THEFT F/AUTO,6201 - 6241 BLOCK OF UTAH AVENUE NW,394491.73,144896.1,4,3/4G,2,201,Cluster 10,001500 3,001500,Precinct 51,38.9719662192,-77.0635645316,,2024/04/04 15:00:00+00,2024/04/04 19:30:00+00,679767435,
406505.383000001,135193.656800002,24050943,2024/04/05 22:44:57+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,5300 - 5399 BLOCK OF C STREET SE,406505.38301199,135193.65676289,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 105,38.8845568031,-76.9250209139,,2024/04/05 21:09:00+00,,679767436,
397833.630000003,138305.030000001,24051867,2024/04/07 18:37:56+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF R STREET NW,397833.63,138305.03,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9126065719,-77.0249787458,,2024/04/07 14:00:00+00,2024/04/07 18:00:00+00,679767437,
402151.770000003,137291.75,24052010,2024/04/07 23:27:31+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1900 - 2099 BLOCK OF MARYLAND AVENUE NE,402151.77,137291.75,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.9034786319,-76.9751927705,,2024/04/07 02:30:00+00,2024/04/07 23:15:00+00,679767438,
398907.700000003,128651.5,24052084,2024/04/08 05:14:39+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,4400 - 4499 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,398907.7,128651.5,8,8D,7,708,Cluster 39,009807 2,009807,Precinct 126,38.8256456454,-77.0125791335,,2024/04/08 00:43:00+00,2024/04/09 01:13:00+00,679767439,
396671.789999999,139479.359999999,24052237,2024/04/08 12:42:01+00,DAY,OTHERS,THEFT/OTHER,1630 - 1699 BLOCK OF EUCLID STREET NW,396671.79,139479.36,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9231816904,-77.0383807205,,2024/04/08 11:30:00+00,2024/04/08 12:33:00+00,679767440,
406023.289999999,135314.140000001,24052881,2024/04/09 14:05:26+00,DAY,OTHERS,THEFT F/AUTO,215 - 299 BLOCK OF 50TH STREET SE,406023.29,135314.14,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8856455967,-76.9305763145,,2024/04/09 13:10:00+00,2024/04/09 13:30:00+00,679767441,
398536.530000001,134534.870000001,24052963,2024/04/09 19:24:15+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF MAPLE DRIVE SW,398536.53,134534.87,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8786450452,-77.0168661154,SOUTHWEST,2024/04/09 05:30:00+00,2024/04/09 05:37:00+00,679767442,
406835.044299997,136726.3902,24053068,2024/04/10 02:13:19+00,EVENING,OTHERS,THEFT/OTHER,5500 - 5599 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,406835.044324296,136726.390204313,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8983617302,-76.9212060908,,2024/04/09 19:12:00+00,2024/04/09 20:16:00+00,679767443,
400331.530000001,140225.02,24053268,2024/04/10 02:25:46+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3200 - 3299 BLOCK OF 7TH STREET NE,400331.53,140225.02,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9299050704,-76.9961764553,,2024/04/09 03:00:00+00,2024/04/10 02:13:00+00,679767444,
399337.009999998,138221.09,24053659,2024/04/10 19:15:41+00,EVENING,OTHERS,THEFT/OTHER,2 - 99 BLOCK OF QUINCY PLACE NE,399337.01,138221.09,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9118528319,-77.0076443468,,2024/04/09 21:19:00+00,2024/04/09 21:20:00+00,679767445,
397228.829999998,138346.41,24054264,2024/04/12 07:44:55+00,MIDNIGHT,OTHERS,THEFT/OTHER,1700 - 1720 BLOCK OF 14TH STREET NW,397228.83,138346.41,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.912977638,-77.0319523958,,2024/04/11 16:30:00+00,2024/04/11 16:31:00+00,679767446,
398086.079999998,142620.350000001,24054790,2024/04/12 19:02:10+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF 7TH STREET NW,398086.08,142620.35,4,4D,4,407,Cluster 18,002201 1,002201,Precinct 56,38.9514808763,-77.0220799738,,2024/04/12 16:36:00+00,2024/04/12 17:49:00+00,679767447,
